schema,role,commit,strategy,strategy_sha256,opponent_family,seed_set,seed,scenario_id,police_start,thief_start,config,grid,quota,horizon,outcome,captured,steps,barriers_placed,own_score,opponent_score
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,1290649954215071610,cacaad345fc782f11f07e5d7ec35088aad16f8b3d0edb339a6e012ebab84859e,"1,3","4,3",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,2034576819780579742,1b2dd5d277aa33644fd1d5e39f94dfbf084f13dee945e9e32cc26bb74bdfb397,"0,6","1,3",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,102761678283420659,f3abe226f5ff0e28f327db4a2c872d3b52ec9f13543e892c5c9f689bfba048e5,"4,2","4,3",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,7459480656892310933,5fa07289fdea00830a46573d830174a52d9e0778d22f262ed1e2cf10e6ead9f7,"2,2","4,0",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,6786152705345821653,468316fc6ccddfa4e684c1b312bf10affc695aea5b71b1fad5348ac007d77efa,"3,2","6,2",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,9028700387621205434,0159f4b935645291031ab6358fdd8622c4843387b08273f73bf1d9600b09c682,"2,5","1,3",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,4364154954627974050,2e9b3709def2fc8d1a98dc54644f44b0d9a969cad86bf2c32897e10ba55d580d,"0,0","5,2",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,15286638306117242565,c54ec679cbdfd35514e72190696e6b9aa0fc52f5b539d4ebe295c82fbaa18ab3,"0,1","2,5",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,16387733936783417831,5dca1f2d3182e7d04dd8e7a32930f0714fabbd2fead1c34c3db770adc74ded98,"1,2","2,2",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,7109878983092234884,9221585ff03daddf8818df38e4335f87fd6f9676b95e0b1e9a4958938d8e48c2,"4,2","6,3",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,15610880262595033875,b3ff78831a4acceb76111b04c5519dfae8bd6ac1ce5419224cf64502c5e5472f,"3,5","6,3",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,8423549128812418912,7bff722b0d93c176bbba37fbcacf2439211569a009092842637200657960bcb6,"2,6","2,4",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,14856065457030039218,405188579708b976117c9c27741a541877c7ed434dc7d041f4fc311e8bcf7f2d,"3,5","6,2",grid7,7,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,17531790898607809917,c26a34cce500d7c7e7d454058293a815d4463be59fd2aa6d88964b4da6eae607,"5,0","3,0",grid9,9,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,7250576846830131612,29d715eb35449e807e27b2388a56fd2da070ca02994efdcc97e191a4d05afbaa,"4,3","3,6",grid9,9,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,2436346155132372862,1ee6c4f3d1fb6c0b976b52082cd25afae06043bb5e7e3cb21f839ad552463a43,"7,0","1,8",grid9,9,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,9792665746289289446,6ebff3ae714bfdaf95869032c0832936054f7bb5a2b5c0a7495e7044225b7bd2,"1,1","5,6",grid9,9,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,18233810521156587314,ca13a2cedddf91a6b4468271af2bf6461b3e77b1882079e17febed9a6185524d,"5,4","3,2",grid9,9,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,6507253891929652097,4cf1e6d6f5a0089f25c18bf1caea27e7660abd1b179056db5731b302ab4b0cb0,"1,0","4,2",grid9,9,14,35,SURVIVAL,0,35,0,10,5
research-2,thief,ac753569210e402f8df3e00fbf57106f63bc01e1,BaselineStrategy,ff52d5395c068f3049bf44d70857f19ed06313452beb9fef2ade74fa0e9d77fb,random_legal,development,15670968856161505515,b557ab010171d54abdeb6f924d47c4f649714e4d27894f83542e2a706ff592b1,"3,8","2,4",grid9,9,14,35,SURVIVAL,0,35,0,10,5
